COUNTRY,COICOP_1999,TIME_PERIOD,OBS_VALUE
BOL,Food and non-alcoholic beverages,2017-Q2,96.49333333333333
BOL,Food and non-alcoholic beverages,2017-Q3,99.99
BOL,Food and non-alcoholic beverages,2017-Q4,100.9066666666667
BOL,Food and non-alcoholic beverages,2018-Q1,101.6566666666667
BOL,Food and non-alcoholic beverages,2018-Q2,100.92
BOL,Food and non-alcoholic beverages,2018-Q3,101.1566666666667
BOL,Food and non-alcoholic beverages,2018-Q4,102.1133333333333
BOL,Food and non-alcoholic beverages,2019-Q1,102.08
BOL,Food and non-alcoholic beverages,2019-Q2,103.3366666666667
BOL,Food and non-alcoholic beverages,2019-Q3,106.1242948453667
BOL,Food and non-alcoholic beverages,2019-Q4,107.9624279664333
BOL,Food and non-alcoholic beverages,2020-Q1,103.9090896773667
BOL,Food and non-alcoholic beverages,2020-Q2,104.4331577307
BOL,Food and non-alcoholic beverages,2020-Q3,104.6463585374333
BOL,Food and non-alcoholic beverages,2020-Q4,103.7666666666667
BOL,Food and non-alcoholic beverages,2021-Q1,104.6733333333333
BOL,Food and non-alcoholic beverages,2021-Q2,104.5065052022333
BOL,Food and non-alcoholic beverages,2021-Q3,105.7014804714333
BOL,Food and non-alcoholic beverages,2021-Q4,104.4048962642
BOL,Food and non-alcoholic beverages,2022-Q1,104.7586162791667
BOL,Food and non-alcoholic beverages,2022-Q2,105.4098265257333
BOL,Food and non-alcoholic beverages,2022-Q3,107.5654511464333
BOL,Food and non-alcoholic beverages,2022-Q4,110.9194698479333
BOL,Food and non-alcoholic beverages,2023-Q1,110.4800967732
BOL,Food and non-alcoholic beverages,2023-Q2,111.4091485927
BOL,Food and non-alcoholic beverages,2023-Q3,113.6004172297
BOL,Food and non-alcoholic beverages,2023-Q4,113.9874080887333
BOL,Food and non-alcoholic beverages,2024-Q1,114.55
BOL,Food and non-alcoholic beverages,2024-Q2,118.3761057221
BOL,Food and non-alcoholic beverages,2024-Q3,121.4559460528667
BOL,Food and non-alcoholic beverages,2024-Q4,130.0098671298333
BOL,Food and non-alcoholic beverages,2025-Q1,139.759564614
BOL,Housing,2016-Q1,96.11
BOL,Housing,2016-Q2,97.01333333333333
BOL,Housing,2016-Q3,97.81333333333333
BOL,Housing,2016-Q4,99.06666666666667
BOL,Housing,2017-Q1,100.24
BOL,Housing,2017-Q2,101.31
BOL,Housing,2017-Q3,102.8266666666667
BOL,Housing,2017-Q4,104.3633333333333
BOL,Housing,2018-Q1,104.7033333333333
BOL,Housing,2018-Q2,104.8433333333333
BOL,Housing,2018-Q3,104.8766666666667
BOL,Housing,2018-Q4,104.93
BOL,Housing,2019-Q1,105.0633333333333
BOL,Housing,2019-Q2,105.4166666666667
BOL,Housing,2019-Q3,105.5281327443667
BOL,Housing,2019-Q4,105.3681650118
BOL,Housing,2020-Q1,105.0053215413667
BOL,Housing,2020-Q2,105.2080322462
BOL,Housing,2020-Q3,105.1069392238667
BOL,Housing,2020-Q4,105.1633333333333
BOL,Housing,2021-Q1,105.3766666666667
BOL,Housing,2021-Q2,105.3549441450667
BOL,Housing,2021-Q3,105.2634018606
BOL,Housing,2021-Q4,105.4434967505
BOL,Housing,2022-Q1,105.5939696766667
BOL,Housing,2022-Q2,105.9632043026667
BOL,Housing,2022-Q3,106.3288947059
BOL,Housing,2022-Q4,106.5870449189667
BOL,Housing,2023-Q1,106.8122940679
BOL,Housing,2023-Q2,107.2913961003333
BOL,Housing,2023-Q3,107.7402983593667
BOL,Housing,2023-Q4,107.9781844167
BOL,Housing,2024-Q1,107.86
BOL,Housing,2024-Q2,108.3949424356667
BOL,Housing,2024-Q3,109.1133536755667
BOL,Housing,2024-Q4,110.1497712625
BOL,Housing,2025-Q1,112.0796220353333
BOL,Health,2016-Q1,95.04333333333333
BOL,Health,2016-Q2,96.06666666666667
BOL,Health,2016-Q3,97.23
BOL,Health,2016-Q4,97.84666666666667
BOL,Health,2017-Q1,99.13333333333333
BOL,Health,2017-Q2,99.75
BOL,Health,2017-Q3,100.3866666666667
BOL,Health,2017-Q4,100.9233333333333
BOL,Health,2018-Q1,102.12
BOL,Health,2018-Q2,103.2566666666667
BOL,Health,2018-Q3,104.4133333333333
BOL,Health,2018-Q4,104.7566666666667
BOL,Health,2019-Q1,105.73
BOL,Health,2019-Q2,106.09
BOL,Health,2019-Q3,106.5055789306333
BOL,Health,2019-Q4,106.8678810355333
BOL,Health,2020-Q1,107.5875189190333
BOL,Health,2020-Q2,110.5715614139667
BOL,Health,2020-Q3,115.1625231253
BOL,Health,2020-Q4,114.92
BOL,Health,2021-Q1,115.5633333333333
BOL,Health,2021-Q2,115.4730662067667
BOL,Health,2021-Q3,115.6281485177333
BOL,Health,2021-Q4,115.8035894215
BOL,Health,2022-Q1,116.5063229310333
BOL,Health,2022-Q2,116.8789110251
BOL,Health,2022-Q3,116.9118637619333
BOL,Health,2022-Q4,116.9145047937667
BOL,Health,2023-Q1,117.3898375779667
BOL,Health,2023-Q2,117.9944897479333
BOL,Health,2023-Q3,118.6653469571667
BOL,Health,2023-Q4,118.9174944166333
BOL,Health,2024-Q1,120.2266666666667
BOL,Health,2024-Q2,121.9377764403667
BOL,Health,2024-Q3,124.7076488085333
BOL,Health,2024-Q4,128.5173971347667
BOL,Health,2025-Q1,131.4513186277
BOL,Transport,2016-Q1,97.2
BOL,Transport,2016-Q2,98.17
BOL,Transport,2016-Q3,98.60666666666667
BOL,Transport,2016-Q4,99.01666666666667
BOL,Transport,2017-Q1,99.43
BOL,Transport,2017-Q2,99.09333333333333
BOL,Transport,2017-Q3,99.68
BOL,Transport,2017-Q4,100.4566666666667
BOL,Transport,2018-Q1,101.2133333333333
BOL,Transport,2018-Q2,101.0466666666667
BOL,Transport,2018-Q3,101.4033333333333
BOL,Transport,2018-Q4,101.8966666666667
BOL,Transport,2019-Q1,102.6033333333333
BOL,Transport,2019-Q2,102.51
BOL,Transport,2019-Q3,102.7161363592
BOL,Transport,2019-Q4,103.363545089
BOL,Transport,2020-Q1,103.9108629236667
BOL,Transport,2020-Q2,104.3482451495667
BOL,Transport,2020-Q3,107.3233163472333
BOL,Transport,2020-Q4,106.3433333333333
BOL,Transport,2021-Q1,105.41
BOL,Transport,2021-Q2,105.2078584102333
BOL,Transport,2021-Q3,105.7160943399667
BOL,Transport,2021-Q4,107.2935652172667
BOL,Transport,2022-Q1,107.2418296039333
BOL,Transport,2022-Q2,107.254762904
BOL,Transport,2022-Q3,108.1450405877667
BOL,Transport,2022-Q4,109.5762510768333
BOL,Transport,2023-Q1,109.3508173520667
BOL,Transport,2023-Q2,108.5858803237
BOL,Transport,2023-Q3,110.6616645376667
BOL,Transport,2023-Q4,112.0219405588
BOL,Transport,2024-Q1,112.7866666666667
BOL,Transport,2024-Q2,111.8359220199333
BOL,Transport,2024-Q3,113.8351771056333
BOL,Transport,2024-Q4,115.723271173
BOL,Transport,2025-Q1,121.9414689393667
BOL,Recreation and Culture,2016-Q1,96.82
BOL,Recreation and Culture,2016-Q2,96.36333333333333
BOL,Recreation and Culture,2016-Q3,95.95333333333333
BOL,Recreation and Culture,2016-Q4,96.33
BOL,Recreation and Culture,2017-Q1,97.47666666666667
BOL,Recreation and Culture,2017-Q2,98.22333333333333
BOL,Recreation and Culture,2017-Q3,98.05333333333333
BOL,Recreation and Culture,2017-Q4,98.28666666666667
BOL,Recreation and Culture,2018-Q1,98.89
BOL,Recreation and Culture,2018-Q2,99.35333333333333
BOL,Recreation and Culture,2018-Q3,99.30666666666667
BOL,Recreation and Culture,2018-Q4,99.08
BOL,Recreation and Culture,2019-Q1,99.56
BOL,Recreation and Culture,2019-Q2,99.62333333333333
BOL,Recreation and Culture,2019-Q3,99.24568582423333
BOL,Recreation and Culture,2019-Q4,99.42646407636667
BOL,Recreation and Culture,2020-Q1,100.3106715454667
BOL,Recreation and Culture,2020-Q2,100.6619638513333
BOL,Recreation and Culture,2020-Q3,101.3823050880333
BOL,Recreation and Culture,2020-Q4,101.6633333333333
BOL,Recreation and Culture,2021-Q1,101.93
BOL,Recreation and Culture,2021-Q2,102.0018177345667
BOL,Recreation and Culture,2021-Q3,102.5300869850333
BOL,Recreation and Culture,2021-Q4,103.1750304719333
BOL,Recreation and Culture,2022-Q1,103.6495260786
BOL,Recreation and Culture,2022-Q2,103.6614234744
BOL,Recreation and Culture,2022-Q3,103.2088825971
BOL,Recreation and Culture,2022-Q4,103.1043027231667
BOL,Recreation and Culture,2023-Q1,104.4616873684667
BOL,Recreation and Culture,2023-Q2,104.9204480631667
BOL,Recreation and Culture,2023-Q3,105.0556161982667
BOL,Recreation and Culture,2023-Q4,104.8455808825
BOL,Recreation and Culture,2024-Q1,107.1466666666667
BOL,Recreation and Culture,2024-Q2,108.7101030906
BOL,Recreation and Culture,2024-Q3,112.5295133711333
BOL,Recreation and Culture,2024-Q4,115.2940209751333
BOL,Recreation and Culture,2025-Q1,120.8994774103667
BOL,Restaurants and hotels,2016-Q1,98.17666666666667
BOL,Restaurants and hotels,2016-Q2,98.79
BOL,Restaurants and hotels,2016-Q3,99.25333333333333
BOL,Restaurants and hotels,2016-Q4,99.82333333333333
BOL,Restaurants and hotels,2017-Q1,100.3733333333333
BOL,Restaurants and hotels,2017-Q2,100.76
BOL,Restaurants and hotels,2017-Q3,101.1733333333333
BOL,Restaurants and hotels,2017-Q4,101.7233333333333
BOL,Restaurants and hotels,2018-Q1,102.97
BOL,Restaurants and hotels,2018-Q2,103.6233333333333
BOL,Restaurants and hotels,2018-Q3,104.0466666666667
BOL,Restaurants and hotels,2018-Q4,104.57
BOL,Restaurants and hotels,2019-Q1,105.2
BOL,Restaurants and hotels,2019-Q2,105.38
BOL,Restaurants and hotels,2019-Q3,105.6233544586667
BOL,Restaurants and hotels,2019-Q4,107.4293203956667
BOL,Restaurants and hotels,2020-Q1,108.1921393418333
BOL,Restaurants and hotels,2020-Q2,108.1516619456667
BOL,Restaurants and hotels,2020-Q3,108.3721101131333
BOL,Restaurants and hotels,2020-Q4,109.2433333333333
BOL,Restaurants and hotels,2021-Q1,109.2666666666667
BOL,Restaurants and hotels,2021-Q2,109.5607807683667
BOL,Restaurants and hotels,2021-Q3,109.8218371566333
BOL,Restaurants and hotels,2021-Q4,110.0880134221
BOL,Restaurants and hotels,2022-Q1,110.3189711527333
BOL,Restaurants and hotels,2022-Q2,110.7051660793333
BOL,Restaurants and hotels,2022-Q3,111.3709896191667
BOL,Restaurants and hotels,2022-Q4,112.4815081572333
BOL,Restaurants and hotels,2023-Q1,113.3737879869667
BOL,Restaurants and hotels,2023-Q2,113.7160250240667
BOL,Restaurants and hotels,2023-Q3,114.2181459547333
BOL,Restaurants and hotels,2023-Q4,114.5457455925
BOL,Restaurants and hotels,2024-Q1,115.0933333333333
BOL,Restaurants and hotels,2024-Q2,115.7797969111333
BOL,Restaurants and hotels,2024-Q3,118.1007564588
BOL,Restaurants and hotels,2024-Q4,123.0166370585
BOL,Restaurants and hotels,2025-Q1,127.7883157489667
BRA,Housing,2016-Q1,7697.72
BRA,Housing,2016-Q2,7739.236666666667
BRA,Housing,2016-Q3,7826.733333333333
BRA,Housing,2016-Q4,7900.616666666667
BRA,Housing,2017-Q1,7934.476666666667
BRA,Housing,2017-Q2,8007.96
BRA,Housing,2017-Q3,8182.206666666667
BRA,Housing,2017-Q4,8359.146666666667
BRA,Housing,2018-Q1,8318.153333333333
BRA,Housing,2018-Q2,8464.74
BRA,Housing,2018-Q3,8796.423333333333
BRA,Housing,2018-Q4,8797.08
BRA,Housing,2019-Q1,8818.026666666667
BRA,Housing,2019-Q2,8925.063333333333
BRA,Health,2016-Q1,4876.62
BRA,Health,2016-Q2,5100.196666666667
BRA,Health,2016-Q3,5220.526666666667
BRA,Health,2016-Q4,5297.093333333333
BRA,Health,2017-Q1,5389.283333333333
BRA,Health,2017-Q2,5511.036666666667
BRA,Health,2017-Q3,5580.923333333333
BRA,Health,2017-Q4,5649.84
BRA,Health,2018-Q1,5718.673333333333
BRA,Health,2018-Q2,5825.666666666667
BRA,Health,2018-Q3,5881.34
BRA,Health,2018-Q4,5896.866666666667
BRA,Health,2019-Q1,5938.353333333333
BRA,Health,2019-Q2,6091.413333333333
BRA,Transport,2016-Q1,4433.536666666667
BRA,Transport,2016-Q2,4423.706666666667
BRA,Transport,2016-Q3,4423.556666666667
BRA,Transport,2016-Q4,4482.62
BRA,Transport,2017-Q1,4548.86
BRA,Transport,2017-Q2,4503.136666666667
BRA,Transport,2017-Q3,4554.32
BRA,Transport,2017-Q4,4658.933333333333
BRA,Transport,2018-Q1,4776.293333333333
BRA,Transport,2018-Q2,4818.063333333333
BRA,Transport,2018-Q3,4886.293333333333
BRA,Transport,2018-Q4,4932.786666666667
BRA,Transport,2019-Q1,4916.113333333333
BRA,Transport,2019-Q2,5001.266666666667
BRA,Recreation and Culture,2016-Q1,3311.583333333333
BRA,Recreation and Culture,2016-Q2,3372.893333333333
BRA,Recreation and Culture,2016-Q3,3422.453333333333
BRA,Recreation and Culture,2016-Q4,3446.923333333333
BRA,Recreation and Culture,2017-Q1,3479.673333333333
BRA,Recreation and Culture,2017-Q2,3474.7
BRA,Recreation and Culture,2017-Q3,3479.78
BRA,Recreation and Culture,2017-Q4,3493.156666666667
BRA,Recreation and Culture,2018-Q1,3514.163333333333
BRA,Recreation and Culture,2018-Q2,3509.846666666667
BRA,Recreation and Culture,2018-Q3,3518.056666666667
BRA,Recreation and Culture,2018-Q4,3543.95
BRA,Recreation and Culture,2019-Q1,3598.776666666667
BRA,Recreation and Culture,2019-Q2,3605.566666666667
BRA,Restaurants and hotels,2016-Q1,6428.306666666667
BRA,Restaurants and hotels,2016-Q2,6580.77
BRA,Restaurants and hotels,2016-Q3,6693.763333333333
BRA,Restaurants and hotels,2016-Q4,6769.153333333333
BRA,Restaurants and hotels,2017-Q1,6856.903333333333
BRA,Restaurants and hotels,2017-Q2,6911.206666666667
BRA,Restaurants and hotels,2017-Q3,6962.34
BRA,Restaurants and hotels,2017-Q4,7007.533333333333
BRA,Restaurants and hotels,2018-Q1,7074.57
BRA,Restaurants and hotels,2018-Q2,7099.536666666667
BRA,Restaurants and hotels,2018-Q3,7194.976666666667
BRA,Restaurants and hotels,2018-Q4,7248.4
BRA,Restaurants and hotels,2019-Q1,7343.563333333333
BRA,Restaurants and hotels,2019-Q2,7413.753333333333
BRB,Food and non-alcoholic beverages,2016-Q1,61.70316343134023
BRB,Food and non-alcoholic beverages,2016-Q2,63.73551245833053
BRB,Food and non-alcoholic beverages,2016-Q3,66.8216926869351
BRB,Food and non-alcoholic beverages,2016-Q4,68.58121062722543
BRB,Food and non-alcoholic beverages,2017-Q1,67.7114489181046
BRB,Food and non-alcoholic beverages,2017-Q2,66.32182963571627
BRB,Food and non-alcoholic beverages,2017-Q3,70.11079156395507
BRB,Food and non-alcoholic beverages,2017-Q4,72.89003012873187
BRB,Food and non-alcoholic beverages,2018-Q1,71.45548195973997
BRB,Food and non-alcoholic beverages,2018-Q2,69.0731150055611
BRB,Food and non-alcoholic beverages,2018-Q3,69.3199920152586
BRB,Food and non-alcoholic beverages,2018-Q4,71.56039441248973
BRB,Food and non-alcoholic beverages,2019-Q1,72.01027115858667
BRB,Food and non-alcoholic beverages,2019-Q2,70.87464509253107
BRB,Food and non-alcoholic beverages,2019-Q3,75.15563461256943
BRB,Food and non-alcoholic beverages,2019-Q4,80.20387631010553
BRB,Food and non-alcoholic beverages,2020-Q1,77.48141764851177
BRB,Food and non-alcoholic beverages,2020-Q3,80.4226946499117
BRB,Food and non-alcoholic beverages,2020-Q4,84.0269762209441
BRB,Food and non-alcoholic beverages,2021-Q2,78.5658679599786
BRB,Food and non-alcoholic beverages,2021-Q3,83.10624732272877
BRB,Food and non-alcoholic beverages,2021-Q4,88.7433429250465
BRB,Food and non-alcoholic beverages,2022-Q1,90.40955072377997
BRB,Food and non-alcoholic beverages,2022-Q2,93.4821480377489
BRB,Food and non-alcoholic beverages,2022-Q3,93.18447000821693
BRB,Food and non-alcoholic beverages,2022-Q4,104.4413859216653
BRB,Food and non-alcoholic beverages,2023-Q1,112.0333333333333
BRB,Food and non-alcoholic beverages,2023-Q2,115.0333333333333
BRB,Food and non-alcoholic beverages,2023-Q3,117.0333333333333
BRB,Food and non-alcoholic beverages,2023-Q4,118.9
BRB,Food and non-alcoholic beverages,2024-Q1,119.9
BRB,Food and non-alcoholic beverages,2024-Q2,118.8333333333333
BRB,Food and non-alcoholic beverages,2024-Q3,119.8
BRB,Food and non-alcoholic beverages,2024-Q4,120.8333333333333
BRB,Housing,2016-Q1,87.79141104294477
BRB,Housing,2016-Q2,90.7157464212679
BRB,Housing,2016-Q3,92.12678936605317
BRB,Housing,2016-Q4,88.0163599182004
BRB,Housing,2017-Q1,90.5112474437628
BRB,Housing,2017-Q2,92.0040899795501
BRB,Housing,2017-Q3,92.26993865030673
BRB,Housing,2017-Q4,96.21676891615543
BRB,Housing,2018-Q1,97.46108365720367
BRB,Housing,2018-Q2,97.745262252936
BRB,Housing,2018-Q3,99.89854290308587
BRB,Housing,2018-Q4,98.1799591002045
BRB,Housing,2019-Q1,99.6728016359918
BRB,Housing,2019-Q2,101.2368119008501
BRB,Housing,2019-Q3,99.85429010247263
BRB,Housing,2019-Q4,99.5152235485143
BRB,Housing,2020-Q1,100.7149816803757
BRB,Housing,2020-Q3,97.22879760577973
BRB,Housing,2020-Q4,98.12953213791513
BRB,Housing,2021-Q2,101.5363963061319
BRB,Housing,2021-Q3,103.2483381096859
BRB,Housing,2021-Q4,105.4198639701184
BRB,Housing,2022-Q1,104.9122890515444
BRB,Housing,2022-Q2,111.1233332853137
BRB,Housing,2022-Q3,111.3087934560327
BRB,Housing,2022-Q4,109.9386503067485
BRB,Housing,2023-Q1,108.5666666666667
BRB,Housing,2023-Q2,108.8
BRB,Housing,2023-Q3,110.2
BRB,Housing,2023-Q4,119.1
BRB,Housing,2024-Q1,113.4666666666667
BRB,Housing,2024-Q2,109.1
BRB,Housing,2024-Q3,108.3333333333333
BRB,Housing,2024-Q4,107.6
BRB,Health,2016-Q1,91.49943202255087
BRB,Health,2016-Q2,93.0727304854547
BRB,Health,2016-Q3,92.93112
BRB,Health,2016-Q4,91.75148
BRB,Health,2017-Q1,91.93532
BRB,Health,2017-Q2,93.05368
BRB,Health,2017-Q3,93.63584
BRB,Health,2017-Q4,93.72776
BRB,Health,2018-Q1,95.342247927737
BRB,Health,2018-Q2,97.30840775761687
BRB,Health,2018-Q3,97.37698818225123
BRB,Health,2018-Q4,97.41988
BRB,Health,2019-Q1,99.16636
BRB,Health,2019-Q2,99.88253940727737
BRB,Health,2019-Q3,101.0676912022932
BRB,Health,2019-Q4,103.1256714516343
BRB,Health,2020-Q1,104.2708076885282
BRB,Health,2020-Q3,105.3834907945596
BRB,Health,2020-Q4,106.0264867115025
BRB,Health,2021-Q2,105.8494058217798
BRB,Health,2021-Q3,106.826277772647
BRB,Health,2021-Q4,107.8272328325438
BRB,Health,2022-Q1,109.4652286652222
BRB,Health,2022-Q2,108.8927738168346
BRB,Health,2022-Q3,108.57284
BRB,Health,2022-Q4,112.80116
BRB,Health,2023-Q1,116.4333333333333
BRB,Health,2023-Q2,115.6333333333333
BRB,Health,2023-Q3,117.4333333333333
BRB,Health,2023-Q4,117.9
BRB,Health,2024-Q1,118.9666666666667
BRB,Health,2024-Q2,121
BRB,Health,2024-Q3,121.3666666666667
BRB,Health,2024-Q4,121.4
BRB,Transport,2016-Q1,80.1153799433385
BRB,Transport,2016-Q2,81.6365338328155
BRB,Transport,2016-Q3,83.23015015015013
BRB,Transport,2016-Q4,82.13696696696697
BRB,Transport,2017-Q1,82.3593093093093
BRB,Transport,2017-Q2,84.24921921921923
BRB,Transport,2017-Q3,87.52876876876877
BRB,Transport,2017-Q4,90.15981981981983
BRB,Transport,2018-Q1,89.98986416652913
BRB,Transport,2018-Q2,91.57595832992283
BRB,Transport,2018-Q3,97.08591961515703
BRB,Transport,2018-Q4,96.55216216216217
BRB,Transport,2019-Q1,91.1233033033033
BRB,Transport,2019-Q2,105.6448844742563
BRB,Transport,2019-Q3,110.1940076696761
BRB,Transport,2019-Q4,106.3278317714309
BRB,Transport,2020-Q1,104.7085573287592
BRB,Transport,2020-Q3,98.1139301673072
BRB,Transport,2020-Q4,101.0250152295334
BRB,Transport,2021-Q2,108.6075926483724
BRB,Transport,2021-Q3,114.3354339266107
BRB,Transport,2021-Q4,113.239688881741
BRB,Transport,2022-Q1,112.6440895691924
BRB,Transport,2022-Q2,120.1939309185599
BRB,Transport,2022-Q3,125.6604804804805
BRB,Transport,2022-Q4,122.7885585585586
BRB,Transport,2023-Q1,121.7666666666667
BRB,Transport,2023-Q2,122.1333333333333
BRB,Transport,2023-Q3,123.0666666666667
BRB,Transport,2023-Q4,122.5666666666667
BRB,Transport,2024-Q1,121.4
BRB,Transport,2024-Q2,123.4666666666667
BRB,Transport,2024-Q3,122.3
BRB,Transport,2024-Q4,121.0666666666667
BRB,Recreation and Culture,2016-Q1,119.0879664043746
BRB,Recreation and Culture,2016-Q2,118.8363165450037
BRB,Recreation and Culture,2016-Q3,113.6358036573628
BRB,Recreation and Culture,2016-Q4,107.2440166827077
BRB,Recreation and Culture,2017-Q1,108.8419634263715
BRB,Recreation and Culture,2017-Q2,106.4813602823227
BRB,Recreation and Culture,2017-Q3,107.2803336541546
BRB,Recreation and Culture,2017-Q4,110.0767404555662
BRB,Recreation and Culture,2018-Q1,104.8988136961737
BRB,Recreation and Culture,2018-Q2,106.070190494879
BRB,Recreation and Culture,2018-Q3,107.976374610408
BRB,Recreation and Culture,2018-Q4,107.4256015399422
BRB,Recreation and Culture,2019-Q1,110.4399101700353
BRB,Recreation and Culture,2019-Q2,110.7162940837298
BRB,Recreation and Culture,2019-Q3,113.6710118620035
BRB,Recreation and Culture,2019-Q4,113.3705651628249
BRB,Recreation and Culture,2020-Q1,114.7674159944787
BRB,Recreation and Culture,2020-Q3,116.4350933463323
BRB,Recreation and Culture,2020-Q4,116.7302472916039
BRB,Recreation and Culture,2021-Q2,113.6366505506117
BRB,Recreation and Culture,2021-Q3,112.9587754660938
BRB,Recreation and Culture,2021-Q4,111.6892477274679
BRB,Recreation and Culture,2022-Q1,114.0191481165229
BRB,Recreation and Culture,2022-Q2,115.1498590138263
BRB,Recreation and Culture,2022-Q3,117.5943535450754
BRB,Recreation and Culture,2022-Q4,115.8148219441771
BRB,Recreation and Culture,2023-Q1,114.4
BRB,Recreation and Culture,2023-Q2,116.6666666666667
BRB,Recreation and Culture,2023-Q3,116.4666666666667
BRB,Recreation and Culture,2023-Q4,115.1666666666667
BRB,Recreation and Culture,2024-Q1,110.7333333333333
BRB,Recreation and Culture,2024-Q2,107.4666666666667
BRB,Recreation and Culture,2024-Q3,106.9
BRB,Recreation and Culture,2024-Q4,105.7
BRB,Restaurants and hotels,2016-Q1,95.38450975320563
BRB,Restaurants and hotels,2016-Q2,96.9653404067197
BRB,Restaurants and hotels,2016-Q3,97.03972885352193
BRB,Restaurants and hotels,2016-Q4,95.9115040770213
BRB,Restaurants and hotels,2017-Q1,98.4779054916986
BRB,Restaurants and hotels,2017-Q2,100.2260339915512
BRB,Restaurants and hotels,2017-Q3,100.7343550446999
BRB,Restaurants and hotels,2017-Q4,103.2015718636408
BRB,Restaurants and hotels,2018-Q1,105.5467179014598
BRB,Restaurants and hotels,2018-Q2,106.5800623106871
BRB,Restaurants and hotels,2018-Q3,108.2607413619337
BRB,Restaurants and hotels,2018-Q4,107.6524805973082
BRB,Restaurants and hotels,2019-Q1,110.6280184693978
BRB,Restaurants and hotels,2019-Q2,109.6928383711902
BRB,Restaurants and hotels,2019-Q3,107.4967512450562
BRB,Restaurants and hotels,2019-Q4,109.3383407873455
BRB,Restaurants and hotels,2020-Q1,115.614560950998
BRB,Restaurants and hotels,2020-Q3,113.8072256486775
BRB,Restaurants and hotels,2020-Q4,114.3548350694451
BRB,Restaurants and hotels,2021-Q2,114.3598388839768
BRB,Restaurants and hotels,2021-Q3,116.1699577561646
BRB,Restaurants and hotels,2021-Q4,116.6065756831928
BRB,Restaurants and hotels,2022-Q1,115.105540985794
BRB,Restaurants and hotels,2022-Q2,120.3580956426991
BRB,Restaurants and hotels,2022-Q3,125.270144414972
BRB,Restaurants and hotels,2022-Q4,122.9517044896355
BRB,Restaurants and hotels,2023-Q1,129.3666666666667
BRB,Restaurants and hotels,2023-Q2,135.1666666666667
BRB,Restaurants and hotels,2023-Q3,135.7666666666667
BRB,Restaurants and hotels,2023-Q4,136.0666666666667
BRB,Restaurants and hotels,2024-Q1,124.2
BRB,Restaurants and hotels,2024-Q2,115.9333333333333
BRB,Restaurants and hotels,2024-Q3,117.7
BRB,Restaurants and hotels,2024-Q4,118.3
BRN,Food and non-alcoholic beverages,2016-Q1,100.81385
BRN,Food and non-alcoholic beverages,2016-Q2,100.4554233333333
BRN,Food and non-alcoholic beverages,2016-Q3,99.90707666666667
BRN,Food and non-alcoholic beverages,2016-Q4,99.85198333333333
BRN,Food and non-alcoholic beverages,2017-Q1,99.89459666666667
BRN,Food and non-alcoholic beverages,2017-Q2,99.73764666666667
BRN,Food and non-alcoholic beverages,2017-Q3,100.7695633333333
BRN,Food and non-alcoholic beverages,2017-Q4,101.73375
BRN,Food and non-alcoholic beverages,2018-Q1,102.7376333333333
BRN,Food and non-alcoholic beverages,2018-Q2,102.3495933333333
BRN,Food and non-alcoholic beverages,2018-Q3,102.5135766666667
BRN,Food and non-alcoholic beverages,2018-Q4,102.2014166666667
BRN,Food and non-alcoholic beverages,2019-Q1,102.2767
BRN,Food and non-alcoholic beverages,2019-Q2,101.4319833333333
BRN,Food and non-alcoholic beverages,2019-Q3,101.5805466666667
BRN,Food and non-alcoholic beverages,2019-Q4,101.6334666666667
BRN,Food and non-alcoholic beverages,2020-Q1,103.0877766666667
BRN,Food and non-alcoholic beverages,2020-Q2,104.5960566666667
BRN,Food and non-alcoholic beverages,2020-Q3,103.87945
BRN,Food and non-alcoholic beverages,2020-Q4,105.5575733333333
BRN,Food and non-alcoholic beverages,2021-Q1,107.0478366666667
BRN,Food and non-alcoholic beverages,2021-Q2,105.97664
BRN,Food and non-alcoholic beverages,2021-Q3,106.1195566666667
BRN,Food and non-alcoholic beverages,2021-Q4,107.9119766666667
BRN,Food and non-alcoholic beverages,2022-Q1,110.0714935078515
BRN,Food and non-alcoholic beverages,2022-Q2,111.5694018560886
BRN,Food and non-alcoholic beverages,2022-Q3,113.3543609793617
BRN,Food and non-alcoholic beverages,2022-Q4,114.03484
BRN,Food and non-alcoholic beverages,2023-Q1,114.90002
BRN,Food and non-alcoholic beverages,2023-Q2,114.4778930625047
BRN,Food and non-alcoholic beverages,2023-Q3,115.4429578443821
BRN,Food and non-alcoholic beverages,2023-Q4,116.42991
BRN,Food and non-alcoholic beverages,2024-Q1,116.7726202547719
BRN,Food and non-alcoholic beverages,2024-Q2,116.2165413764483
BRN,Food and non-alcoholic beverages,2024-Q3,115.5436439482911
BRN,Food and non-alcoholic beverages,2024-Q4,115.2093061455475
BRN,Food and non-alcoholic beverages,2025-Q1,115.8842197531547
BRN,Housing,2016-Q1,95.45928666666667
BRN,Housing,2016-Q2,95.45347333333333
BRN,Housing,2016-Q3,95.42957333333333
BRN,Housing,2016-Q4,95.43633
BRN,Housing,2017-Q1,95.39488333333333
BRN,Housing,2017-Q2,95.38362
BRN,Housing,2017-Q3,95.30311
BRN,Housing,2017-Q4,95.28729
BRN,Housing,2018-Q1,95.23506
BRN,Housing,2018-Q2,95.07054
BRN,Housing,2018-Q3,95.07054
BRN,Housing,2018-Q4,94.77343333333333
BRN,Housing,2019-Q1,94.21027666666667
BRN,Housing,2019-Q2,93.20452
